Date;Australian dollar   (AUD)                     ;Chilean peso   (CLP)                     ;Deutsche mark   (DEM)                     ;Euro   (EUR)                     ;Norwegian krone   (NOK)                     ;South African rand   (ZAR)                     ;U.S. dollar   (USD)                     
16-May-2012;0,650272;0,00131932;0,426233673;0,835418;0,10962;0,0791665;0,655847
17-May-2012;0,653546;0,00131059;0,424654082;0,832322;;0,07846;0,656302
18-May-2012;0,644015;0,00130211;0,425733673;0,834438;0,109831;0,0790224;0,655953
21-May-2012;0,644795;;0,425660204;0,834294;0,109393;0,0786816;0,654348
22-May-2012;0,65025;0,00129872;0,426792347;0,836513;0,110481;0,0792414;0,655164
23-May-2012;0,64212;0,00129934;0,424183673;0,8314;0,109785;0,0782106;0,656766
24-May-2012;0,642637;0,00129089;0,421925;0,826973;0,109737;;0,658575
25-May-2012;0,641867;0,00129715;0,421654592;0,826443;0,109447;0,0786985;0,65873
29-May-2012;0,650446;0,00129231;0,421318367;0,825784;0,109804;0,0792117;0,659414
30-May-2012;0,648065;0,00129199;0,419821429;0,82285;0,109501;0,0782838;0,661561
31-May-2012;0,644063;0,00127848;0,419005612;0,821251;0,109158;0,0776052;0,662139
1-jun-12;0,644003;0,00127753;0,417389286;0,818083;0,108006;0,0763861;0,663921
4-jun-12;0,639146;0,00127139;0,419187755;0,821608;0,108064;0,0774389;0,660616
5-jun-12;0,648396;0,00128406;0,419817347;0,822842;0,108347;0,0782865;0,662034
6-jun-12;0,649494;0,00128943;0,420918878;0,825001;0,10846;0,0785906;0,660794
7-jun-12;0,656625;0,00129679;0,423558163;0,830174;0,109399;0,0798162;0,65913
8-jun-12;0,652087;0,00131918;0,421038776;0,825236;0,108591;0,0781366;0,661883
11-jun-12;;0,00130829;0,422070408;0,827258;0,109484;0,0789859;0,659485
12-jun-12;0,654011;0,00131663;0,421127551;0,82541;0,109376;0,0785444;0,660751
13-jun-12;0,656617;0,00130981;0,422179592;0,827472;0,110161;0,0785365;0,660182
14-jun-12;0,656422;0,00131321;0,422202041;0,827516;0,110233;0,0781967;0,659323
15-jun-12;0,658992;0,00131249;0,422868878;0,828823;0,110158;0,0784848;0,658005
18-jun-12;0,665414;0,00131745;0,423297959;0,829664;0,11024;0,0787492;0,657524
19-jun-12;0,666205;0,00131326;0,42337449;0,829814;0,110391;0,079681;0,657591
20-jun-12;0,668404;0,00132385;0,425156633;0,833307;0,111018;0,0799231;0,655941
21-jun-12;0,667914;0,00132311;0,424792347;0,832593;0,111072;0,0797293;0,657137
22-jun-12;0,663994;0,00132155;0,422379592;0,827864;0,11058;0,0790312;0,660231
25-jun-12;0,663342;0,00131237;0,421337245;0,825821;0,110138;0,0781498;0,661292
26-jun-12;0,662597;0,00129965;0,42030051;0,823789;0,109846;0,0778644;0,660352
27-jun-12;0,664857;0,00129817;0,420536224;0,824251;0,109564;0,0787069;0,660563
28-jun-12;0,669799;0,00130996;0,419416837;0,822057;0,108932;0,078577;0,661988
29-jun-12;0,671544;0,00129276;0,423279592;0,829628;0,110133;0,0803333;0,658958
2-jul-12;0,672925;;0,422758163;0,828606;0,110107;0,0804988;0,657989
3-jul-12;0,676669;0,00131293;0,42272449;0,82854;0,110186;0,0809797;0,658879
5-jul-12;0,678011;0,00133093;0,418666837;0,820587;0,109763;0,0814579;0,660379
6-jul-12;0,68057;0,00133743;0,41887551;0,820996;0,109189;0,08066;0,663324
9-jul-12;0,677271;0,00133126;0,416860204;0,817046;0,10899;0,0801852;0,664643
10-jul-12;0,676018;0,00133697;0,416389796;0,816124;0,109013;0,0808876;0,664326
11-jul-12;0,67858;0,00134666;0,415565816;0,814509;0,108971;0,0809355;0,664363
12-jul-12;0,678154;0,00135384;0,414311735;0,812051;0,108694;0,0798527;0,666818
13-jul-12;0,677416;0,00134965;0,414383673;0,812192;0,109151;0,0800042;0,666551
16-jul-12;0,6818;0,00135856;0,41390051;0,811245;0,108856;0,0805459;0,666211
17-jul-12;0,683538;0,00135408;0,416060204;0,815478;0,109095;0,0808957;0,664016
18-jul-12;0,684866;0,00136025;0,415031122;0,813461;0,108714;0,0812461;0,664918
19-jul-12;0,688808;0,00135734;0,415596939;0,81457;0,108936;0,0815225;0,662953
20-jul-12;0,690894;0,00136754;0,413387245;0,810239;0,109153;0,0804148;0,66413
23-jul-12;0,68734;0,00136574;0,411579082;0,806695;0,109293;0,0787557;0,666415
24-jul-12;0,687604;0,00135331;0,411592347;0,806721;0,10943;0,0785177;0,667318
25-jul-12;0,681115;0,00135095;0,412588776;0,808674;0,109733;;0,666453
26-jul-12;0,686613;0,0013495;0,415722959;0,814817;0,110125;0,0801334;0,664614
27-jul-12;0,690276;0,00136262;0,416058163;0,815474;0,109123;0,0802813;0,662072
30-jul-12;0,693993;0,00137131;0,414377041;0,812179;0,109428;0,0808844;0,66322
31-jul-12;0,697857;0,00137312;0,415515306;0,81441;0,109736;0,0810306;0,662984
1-aug-12;0,696317;0,0013751;0,415820918;0,815009;0,110361;0,0802632;0,662717
2-aug-12;0,695916;0,00137378;0,418159184;0,819592;0,110688;0,0800111;0,663852
3-aug-12;0,695186;0,00136898;0,414461224;0,812344;0,110223;0,0804961;0,663409
6-aug-12;0,694091;0,00137843;0,418336735;0,81994;0,110886;0,0810633;0,662364
7-aug-12;0,699085;0,00138055;0,419245918;0,821722;0,111685;0,0812384;0,660761
8-aug-12;0,698363;0,0013875;0,416587245;0,816511;0,111789;0,0805017;0,661893
9-aug-12;0,702009;0,00138913;0,415918367;0,8152;0,11174;;0,66271
10-aug-12;0,698174;0,00139814;0,415235714;0,813862;0,111948;0,0815495;0,663727
13-aug-12;0,698298;0,00138486;0,416689286;0,816711;0,111778;0,0815914;0,661894
14-aug-12;0,695983;0,00137304;0,417089286;0,817495;0,11197;0,0814452;0,661832
15-aug-12;0,695142;;0,415603571;0,814583;0,111655;0,0809068;0,663557
16-aug-12;0,695962;0,00137798;0,415917347;0,815198;0,111109;0,0805738;0,663896
17-aug-12;0,693731;0,00136966;0,416980102;0,817281;0,111505;0,0795002;0,662463
20-aug-12;0,692948;0,0013701;0,416293367;0,815935;0,111574;0,0798303;0,663362
21-aug-12;0,692916;0,00136167;0,419201531;0,821635;0,112192;0,0801498;0,661116
22-aug-12;0,68906;0,00136856;0,4193;0,821828;0,111782;0,0793969;0,660209
23-aug-12;0,691327;0,0013636;0,421007653;0,825175;0,112406;0,0794567;0,657405
24-aug-12;0,686844;0,00137194;0,419892347;0,822989;0,112708;0,0784996;0,658023
27-aug-12;0,683829;0,00136817;0,420995918;0,825152;0,113113;0,0785029;0,658541
28-aug-12;0,682681;0,00136779;0,421298469;0,825745;0,113271;0,0781638;0,658069
29-aug-12;0,682089;0,00136807;0,420873469;0,824912;0,112809;0,0782435;0,657562
30-aug-12;0,679923;0,00136864;0,420964286;0,82509;0,113375;0,07786;0,657757
31-aug-12;0,6768;0,00136547;0,422741327;0,828573;0,113619;0,0781074;0,657024
4-sep-12;0,674781;0,00136488;0,421433163;0,826009;0,113322;0,0784068;0,656657
5-sep-12;0,670683;0,00136654;0,421754592;0,826639;0,113131;0,0783386;0,65721
6-sep-12;0,670802;0,00136358;0,422971429;0,829024;0,112448;0,0784619;0,655977
7-sep-12;0,676035;0,00137178;0,424619388;0,832254;0,112878;0,0796717;0,655009
10-sep-12;0,675282;0,0013735;0,425247449;0,833485;0,112785;0,079694;0,652383
11-sep-12;0,673509;0,00137139;0,425194388;0,833381;0,112787;0,0795412;0,651741
12-sep-12;0,679479;0,00136702;0,42700051;0,836921;0,112991;0,0780339;0,648977
13-sep-12;0,679802;0,001371;0,427626531;0,838148;0,112973;0,0773498;0,649224
14-sep-12;0,682803;0,00136495;0,431220918;0,845193;0,113777;0,0783125;0,645432
17-sep-12;0,679841;;0,430888776;0,844542;0,11302;0,0779663;0,645378
18-sep-12;0,675659;;0,430542347;0,843863;0,113036;0,0784272;0,64644
19-sep-12;0,678404;;0,429829082;0,842465;0,113363;0,07865;0,64795
20-sep-12;0,673612;0,00138058;0,428532653;0,839924;0,113015;0,0777926;0,64839
21-sep-12;0,677384;0,00137206;0,428761735;0,840373;0,113235;0,0783581;0,647038
24-sep-12;0,676427;0,00137505;0,427702551;0,838297;0,112719;;0,649038
25-sep-12;0,676086;0,00136335;0,428016327;0,838912;0,113367;0,0793631;0,64871
26-sep-12;0,672533;0,00137864;0,425721429;0,834414;0,112714;0,0788151;0,649602
27-sep-12;0,676648;0,00137628;0,42657398;0,836085;0,11329;0,0792025;0,649437
28-sep-12;0,678516;0,00137823;0,427764796;0,838419;0,113769;0,0780755;0,648429
1-Oct-2012;;0,0013706;0,426615816;0,836167;0,113332;0,077854;0,649349
2-Oct-2012;0,668951;0,00137218;0,428241837;0,839354;0,113842;0,0776781;0,649152
3-Oct-2012;0,663423;0,001374;0,427666837;0,838227;0,113098;0,077068;0,649587
4-Oct-2012;0,663509;0,00137111;0,428902041;0,840648;0,113164;0,076171;0,649099
5-Oct-2012;0,664596;0,00136975;0,429573469;0,841964;0,11388;0,0753491;0,647565
9-Oct-2012;0,664579;0,00136932;0,429366327;0,841558;0,113648;0,0741782;0,649701
10-Oct-2012;0,665781;0,00137326;0,428059694;0,838997;0,1134;0,0753913;0,65094
11-Oct-2012;0,668098;0,00136816;0,428337755;0,839542;0,11372;0,0747129;0,649901
12-Oct-2012;0,666456;0,0013724;0,429381122;0,841587;0,113719;0,0753792;0,648872
15-Oct-2012;0,663285;;0,429671429;0,842156;0,113652;0,0738174;0,649261
16-Oct-2012;0,665381;0,00137069;0,431494388;0,845729;0,114428;0,0745379;0,648267
17-Oct-2012;0,665984;0,00137003;0,432439286;0,847581;0,1146;0,0747776;0,646022
18-Oct-2012;0,671596;0,00136944;0,432784184;0,848257;0,114986;0,0748521;0,646636
19-Oct-2012;0,671677;0,00137144;0,431010714;0,844781;0,114408;0,0751593;0,648087
22-Oct-2012;0,669418;0,00136697;0,432067857;0,846853;0,114649;0,0751486;0,648284
23-Oct-2012;0,670745;0,00136598;0,431127551;0,84501;0,113929;0,0742504;0,649758
24-Oct-2012;0,671311;0,00135191;0,429733673;0,842278;0,113285;0,0742497;0,65081
25-Oct-2012;0,672972;0,00134792;0,430491837;0,843764;0,113083;0,0746745;0,649399
26-Oct-2012;0,6715;0,0013597;0,428809184;0,840466;0,112549;0,0745838;0,65112
29-Oct-2012;;;0,428532653;0,839924;;;0,651205
30-Oct-2012;;;0,429925;0,842653;;;0,650095
31-Oct-2012;0,673646;0,00135223;0,43030051;0,843389;0,114195;0,0748159;0,64911
1-nov-12;0,67399;0,00135212;0,430172449;0,843138;0,114394;0,0748758;0,649817
2-nov-12;0,677534;0,0013561;0,427279592;0,837468;0,114244;0,0752631;0,651726
5-nov-12;0,677706;0,00136076;0,426313265;0,835574;0,113799;0,074624;0,653967
6-nov-12;0,681683;0,00135529;0,426868367;0,836662;0,114267;0,0750489;0,653642
7-nov-12;0,682781;0,0013617;0,424855612;0,832717;0,113767;0,0754829;0,653316
8-nov-12;0,681457;0,00136484;0,425367857;0,833721;0,114176;0,0752685;0,654618
9-nov-12;0,682136;0,001369;0,423980102;0,831001;0,113813;0,0751067;0,654641
12-nov-12;0,682735;0,00136563;0,425723469;0,834418;0,114257;0,075105;0,655216
13-nov-12;0,681547;0,00136481;0,424332653;0,831692;0,113527;0,0745835;0,655082
14-nov-12;0,684892;0,00135461;0,425419388;0,833822;0,113878;0,0742125;0,655211
15-nov-12;0,679966;0,00135417;0,426784694;0,836498;0,113663;0,0732693;0,655768
16-nov-12;0,677646;0,00135606;0,426731122;0,836393;0,113493;0,0738424;0,656252
19-nov-12;0,679843;0,00135265;0,426702551;0,836337;0,113456;0,0740758;0,655334
20-nov-12;0,681585;0,00136186;0,427886735;0,838658;0,114337;0,0739252;0,654741
21-nov-12;0,678602;0,00136876;0,428266327;0,839402;0,114579;0,073027;0,655527
26-nov-12;0,681837;0,00136401;0,431277041;0,845303;0,115211;0,0734634;0,652039
27-nov-12;0,683908;0,00135623;0,431291327;0,845331;0,114895;0,0737954;0,652211
28-nov-12;0,683305;0,00135824;0,429730612;0,842272;0,114727;0,0737067;0,65338
29-nov-12;0,682046;0,0013529;0,432035714;0,84679;0,115209;0,0744031;0,651678
30-nov-12;0,679628;0,00135903;0,431682653;0,846098;0,114709;0,0738765;0,651546
3-dec-12;0,677758;0,00135476;0,433555102;0,849768;0,11563;0,0736252;0,650814
4-dec-12;0,6779;0,0013493;0,433767347;0,850184;0,115727;0,073621;0,649392
5-dec-12;0,680586;0,00135038;0,433011224;0,848702;0,115376;0,0740209;0,6496
6-dec-12;0,680188;0,00135384;0,433569388;0,849796;0,115839;0,0744341;0,650089
7-dec-12;0,6842;0,00136591;0,429857143;0,84252;0,114933;0,0749926;0,652863
10-dec-12;0,683785;0,00136878;0,430757143;0,844284;0,115261;0,0751281;0,652965
11-dec-12;0,6829;;0,431883163;0,846491;0,115365;0,0750237;0,651498
12-dec-12;0,685046;0,00137103;0,433072449;0,848822;0,115809;0,075071;0,650937
13-dec-12;0,68656;0,00137027;0,434188265;0,851009;0,116059;0,0752825;0,650768
14-dec-12;0,685769;0,0013699;0,434232653;0,851096;;0,0751011;0,650635
17-dec-12;0,684174;0,00136829;0,435797449;0,854163;0,115889;;0,64906
18-dec-12;0,683757;0,00136705;0,436127041;0,854809;0,11575;0,0758702;0,648664
19-dec-12;0,680475;0,0013627;0,439117857;0,860671;0,116692;0,0763748;0,647024
20-dec-12;0,678341;0,00136408;0,437353061;0,857212;0,116398;0,0760183;0,647148
21-dec-12;0,677562;0,00136483;0,436923469;0,85637;0,117062;0,0758175;0,648323
26-dec-12;;0,00135475;0;;;;0,649452
27-dec-12;0,671886;0,00135408;0,439081633;0,8606;0,116675;0,0763638;0,648726
28-dec-12;0,675377;0,00135949;0,437630102;0,857755;0,1169;0,0765369;0,650652
2-jan-13;0,679649;0,00135274;0,439312755;0,861053;0,117671;0,0767264;0,649263
3-jan-13;;0,00137188;0,435887245;0,854339;0,117169;0,0758925;0,652068
4-jan-13;0,684244;0,0013857;0,435359694;0,853305;0,116908;0,075775;0,655783
7-jan-13;0,685668;0,0013839;0,435584184;0,853745;0,116855;0,0761295;0,654763
8-jan-13;0,684036;0,00138441;0,435781122;0,854131;0,116596;0,0761848;0,652706
9-jan-13;0,687291;0,00138814;0,435853061;0,854272;0,116625;0,0761211;0,654314
10-jan-13;0,68954;0,00138736;0,437314286;0,857136;0,117447;0,0756872;0,653654
11-jan-13;0,689121;0,00138347;0,440993367;0,864347;0,117614;0,07495;0,651158
14-jan-13;0,686093;0,00137674;0,442233163;0,866777;0,117729;0,0746106;0,649709
15-jan-13;0,684973;0,00137428;0,441633673;0,865602;0,11698;0,0740229;0,64951
16-jan-13;0,686773;0,00136893;0,440381122;0,863147;0,116327;0,073549;0,650107
17-jan-13;0,682954;0,00136694;0,443283673;0,868836;0,117324;0,0740045;0,649937
18-jan-13;0,684528;0,00137576;0,442421939;0,867147;0,11624;0,073109;0,650816
22-jan-13;0,686384;0,00137833;0,442043367;0,866405;0,116422;0,0735068;0,650601
23-jan-13;0,68554;0,00138;0,442476531;0,867254;0,117173;0,0726464;0,650603
24-jan-13;0,68532;0,00138383;0,443891837;0,870028;0,117357;0,0721846;0,651755
25-jan-13;0,680272;0,00138306;0,447347959;0,876802;0,118104;0,07232;0,650978
28-jan-13;;0,00138222;0,446539796;0,875218;0,117604;0,0724214;0,65101
29-jan-13;0,679781;;0,446044388;0,874247;0,117966;0,071796;0,65082
30-jan-13;0,679909;0,00137304;0,448427041;0,878917;0,118214;0,0717447;0,649078
31-jan-13;0,67435;0,0013763;0,44852449;0,879108;0,118239;0,0724571;0,648788
1-feb-13;0,67289;0,00137373;0,450831122;0,883629;0,118967;0,0723308;0,647632
4-feb-13;0,67786;0,00137825;0,449454592;0,880931;0,118605;0,0728513;0,650038
5-feb-13;0,67615;0,00137664;0,449030612;0,8801;0,118709;0,0732544;0,650144
6-feb-13;0,674327;0,00137881;0,449188776;0,88041;0,118606;0,073088;0,651335
7-feb-13;0,671279;0,00137479;0,449637245;0,881289;0,118533;0,0730971;0,65059
8-feb-13;0,671029;0,0013802;0,44510051;0,872397;0,118035;0,0732128;0,652308
11-feb-13;0,673348;0,00138329;0,446597959;0,875332;0,118617;0,0734773;0,653672
12-feb-13;0,669795;0,00138223;0,44797551;0,878032;0,118862;0,0728049;0,653395
13-feb-13;0,675898;0,00138177;0,448742347;0,879535;0,119324;0,0736501;0,652474
14-feb-13;0,678549;0,00139264;0,445690306;0,873553;0,118681;0,0735911;0,655476
15-feb-13;0,679087;0,00139139;0,44537449;0,872934;0,118053;0,0742865;0,65511
19-feb-13;0,677284;0,00138941;0,446543367;0,875225;0,118003;0,0736741;0,655648
20-feb-13;0,679341;0,00138865;0,447305102;0,876718;0,118372;0,0738715;0,655735
21-feb-13;0,675014;0,00139401;0,443432143;0,869127;0,116263;0,0739448;0,659129
22-feb-13;0,680289;0,00139269;0,443734694;0,86972;0,116476;0,0743693;0,659578
25-feb-13;0,677255;0,00139203;0,447095918;0,876308;0,117349;0,0745417;0,65868
26-feb-13;0,679211;0,00139747;0,441037245;0,864433;0,115883;0,0749581;0,661033
27-feb-13;0,674506;0,00139484;0,441271429;0,864892;0,115829;0,0743857;0,660374
28-feb-13;0,678294;0,00139476;0,442192857;0,866698;0,115761;0,073771;0,66014
1-Mar-2013;0,678735;0,00140254;0,43997398;0,862349;0,115202;0,072966;0,663345
4-Mar-2013;0,672121;0,00139969;0,440571429;0,86352;0,115979;0,0730906;0,663889
5-Mar-2013;0,678414;0,00139516;0,440528571;0,863436;0,116054;0,0730237;0,662449
6-Mar-2013;;;0,440794898;0,863958;;;0,662799
7-Mar-2013;0,680886;0,00140515;0,440888776;0,864142;0,116517;0,0724915;0,664214
8-Mar-2013;0,679163;0,00140486;0,442909694;0,868103;0,116626;0,0729828;0,66318
11-Mar-2013;0,680972;0,00141184;0,441695408;0,865723;0,116383;0,072742;0,666248
12-Mar-2013;0,68472;0,00141182;0,443495408;0,869251;0,116748;0,0728831;0,66594
13-Mar-2013;0,686091;0,00141239;0,440732653;0,863836;0,11606;0,0722323;0,665462
14-Mar-2013;0,692245;0,00141659;0,440656633;0,863687;0,114668;0,0722236;0,66761
15-Mar-2013;0,68864;0,0014088;0,443111224;0,868498;0,115299;0,0721699;0,663685
18-Mar-2013;0,689748;0,00141111;0,439007653;0,860455;0,114704;0,0725081;0,665523
19-Mar-2013;0,691505;0,00140933;0,439660714;0,861735;0,114585;0,0721964;0,665741
20-Mar-2013;0,691643;0,00141069;0,440079082;0,862555;0,114322;0,0717537;0,666323
21-Mar-2013;0,690553;0,00140821;0,438535714;0,85953;0,113876;;0,665786
22-Mar-2013;0,693484;0,00140547;0,439194898;0,860822;0,114175;0,0714529;0,66483
25-Mar-2013;0,693848;0,00140442;0,438185714;0,858844;0,113859;0,0716001;0,663969
26-Mar-2013;0,697404;0,00141051;0,437409694;0,857323;0,114349;0,0719136;0,666607
27-Mar-2013;0,699519;0,00141422;0,435397449;0,853379;0,11473;0,0719749;0,668373
28-Mar-2013;0,695987;0,00141268;0,436120408;0,854796;;0,0725762;0,667549
29-Mar-2013;;0,00141157;0;;;;0,667024
1-apr-13;;0,00140988;0;;;;0,665506
2-apr-13;0,696553;0,00140973;0,436371429;0,855288;0,114543;0,0722762;0,666112
3-apr-13;0,697429;0,00141138;0,436511224;0,855562;0,114894;0,072172;0,666949
4-apr-13;0,699568;0,00141554;0,4373;0,857108;0,115063;0,0723788;0,668675
5-apr-13;0,693998;0,00141471;0,439890816;0,862186;0,115769;0,0727644;0,666089
8-apr-13;0,689822;0,00141737;0,441947959;0,866218;0,116209;0,0735605;0,665145
9-apr-13;0,693775;0,00142306;0,44250102;0,867302;0,115857;0,07425;0,665109
10-apr-13;0,6978;0,00142391;0,443491837;0,869244;0,115807;0,0743572;0,664255
11-apr-13;0,697699;0,00141576;0,443996429;0,870233;0,116387;0,0744391;0,663338
12-apr-13;0,701057;0,00141725;0,442382653;0,86707;0,115887;0,0743062;0,66432
15-apr-13;0,692999;0,00141393;0,44280102;0,86789;0,115711;0,0732784;0,663474
16-apr-13;0,68719;0,00140469;0,444231122;0,870693;0,115753;0,0725091;0,663183
17-apr-13;0,686491;0,00140422;0,444036224;0,870311;0,115197;0,0723954;0,662892
18-apr-13;0,684854;0,00140267;0,442321429;0,86695;0,114268;0,0724524;0,664584
19-apr-13;0,686324;0,00139519;0,444312755;0,870853;0,114639;0,0724379;0,664013
22-apr-13;0,68503;0,00139637;0,442851531;0,867989;0,114073;0,0717847;0,665789
23-apr-13;0,681905;0,00139445;0,441516327;0,865372;0,112716;0,0720813;0,666183
24-apr-13;0,682791;0,00139474;0,441857653;0,866041;0,112796;0,0724383;0,665878
25-apr-13;;0,00139801;0,443007143;0,868294;0,113451;0,0730908;0,663833
26-apr-13;0,685323;0,00140626;0,440892347;0,864149;0,113384;0,0728607;0,664781
29-apr-13;0,683258;0,00140363;0,443289796;0,868848;0,114188;0,0738227;0,662585
30-apr-13;0,687078;0,00140538;0,44197449;0,86627;0,11387;0,0735192;0,662691
1-May-2013;0,684283;;0;;;;0,660059
2-May-2013;0,675707;0,00140131;0,444490306;0,871201;0,114835;0,0733965;0,660451
3-May-2013;0,679776;0,0014009;0,442825;0,867937;0,114089;0,0739713;0,66184
6-May-2013;0,682815;0,00141266;0,443746429;0,869743;0,11408;0,0739367;0,663571
7-May-2013;0,675344;0,00141078;0,443067857;0,868413;0,113673;0,0732216;0,662557
8-May-2013;0,674813;0,00140921;0,443927041;0,870097;0,114622;0,0732181;0,662426
9-May-2013;0,677149;0,00140422;0,44352398;0,869307;;0,0737197;0,661472
10-May-2013;0,671459;0,00141246;0,441807143;0,865942;0,11506;0,0733281;0,666725
13-May-2013;0,666879;0,00140736;0,44157602;0,865489;0,114892;0,073211;0,667146
14-May-2013;0,667314;0,00140441;0,442309694;0,866927;0,114969;0,0725399;0,668049
15-May-2013;0,663738;0,00140573;0,440385204;0,863155;0,114454;0,0721765;0,670985
16-May-2013;0,66142;0,00140115;0,441116327;0,864588;0,114728;0,0716728;0,670743
17-May-2013;0,654419;0,0013997;0,440245408;0,862881;;0,0713845;0,670511
20-May-2013;0,655441;0,00139515;0,439888776;0,862182;;0,0709239;0,670802
21-May-2013;0,659374;;0,440496429;0,863373;0,115016;0,0702641;0,67105
22-May-2013;0,6548;0,00138649;0,441897449;0,866119;0,116024;0,0705222;0,670215
23-May-2013;0,644553;0,00138373;0,440843367;0,864053;0,114688;0,0698935;0,670432
24-May-2013;0,64782;0,00136815;0,44152398;0,865387;0,114947;0,0699589;0,668821
28-May-2013;0,646168;0,00136671;0,442053061;0,866424;0,114713;0,0688731;0,669674
29-May-2013;0,638545;0,00136527;0,442353571;0,867013;0,114081;0,0684621;0,669405
30-May-2013;0,646324;0,00136167;0,441221429;0,864794;0,113505;0,0668208;0,668104
31-May-2013;0,643796;0,00135393;0,442744898;0,86778;0,113972;0,065763;0,667215
3-jun-13;0,642181;0,0013336;0,442344388;0,866995;0,114122;0,0667875;0,666509
4-jun-13;0,647019;0,00132427;0,444037755;0,870314;0,114552;0,0684375;0,664768
5-jun-13;0,639196;0,0013297;0,443112755;0,868501;0,114201;0,067283;0,664652
6-jun-13;0,626081;0,00131948;0,443743878;0,869738;0,114726;0,0666038;0,663011
7-jun-13;0,625288;0,00130258;0,445103571;0,872403;0,114332;0,0659144;0,657921
10-jun-13;;0,0013168;0,445063776;0,872325;0,114599;0,0650485;0,660402
11-jun-13;0,619507;0,00130473;0,445972959;0,874107;0,113727;0,0641434;0,65856
12-jun-13;0,619288;0,00130574;0,445428571;0,87304;0,1139;0,0656977;0,657558
13-jun-13;0,62013;0,00131366;0,445183673;0,87256;0,113659;0,0657237;0,655321
14-jun-13;0,6285;0,00132066;0,445233673;0,872658;0,114216;0,0666558;0,655986
17-jun-13;0,630646;0,00133015;0,445848469;0,873863;0,114462;;0,655217
18-jun-13;0,623348;0,00132926;0,447066837;0,876251;0,113895;0,0651593;0,65519
19-jun-13;0,621064;0,00131188;0,447859694;0,877805;0,114349;0,0658052;0,654785
20-jun-13;0,610563;0,00131977;0,445017347;0,872234;0,111112;0,0646293;0,660783
21-jun-13;0,609589;0,001288;0,443970408;0,870182;0,110023;0,0646596;0,660229
24-jun-13;0,610066;0,00128887;0,442634694;0,867564;0,107905;0,0652627;0,662971
25-jun-13;0,612345;0,00128915;0,443507653;0,869275;0,108932;0,0662182;0,661851
26-jun-13;0,615828;0,00130642;0,441483673;0,865308;0,108885;0,0658524;0,664395
27-jun-13;0,619645;0,00131678;0,442155612;0,866625;0,109964;0,0666404;0,664998
28-jun-13;0,616706;0,00131964;0,443727041;0,869705;0,110306;0,0665228;0,664912
1-jul-13;0,612036;0,00131259;0,442786224;0,867861;0,109877;0,0670769;0,665691
2-jul-13;0,611026;0,00131921;0,442435714;0,867174;0,109491;0,0670103;0,666186
3-jul-13;0,605986;0,00132527;0,441111735;0,864579;0,108952;0,0661818;0,667165
8-jul-13;0,607976;0,001325;0,440389796;0,863164;0,10837;0,0660044;0,671723
9-jul-13;0,613822;0,00132607;0,440679082;0,863731;0,109333;0,0667542;0,671798
10-jul-13;0,617345;0,00132341;0,439191837;0,860816;0,109588;0,066928;0,67183
11-jul-13;0,618907;0,00130998;0,443129082;0,868533;0,109538;0,0670357;0,665849
12-jul-13;0,610837;0,00131716;0,442972959;0,868227;0,109722;0,0663841;0,666125
15-jul-13;0,607599;0,00132235;0,44292449;0,868132;0,109461;0,0671557;0,667178
16-jul-13;0,611264;0,00132549;0,44497551;0,872152;0,11049;0,0679473;0,664851
17-jul-13;0,611702;0,00132341;0,444888776;0,871982;0,110692;0,0669654;0,663811
18-jul-13;0,610342;0,00133577;0,444182143;0,870597;0,110855;0,0674237;0,664933
19-jul-13;0,610234;0,00133062;0,445023469;0,872246;0,11103;0,0674806;0,66467
22-jul-13;0,611231;0,0013192;0,44517551;0,872544;0,111536;0,067385;0,662725
23-jul-13;0,613717;0,00131777;0,445768878;0,873707;0,111784;0,0675327;0,662904
24-jul-13;0,612287;0,00131202;0,44719898;0,87651;0,112596;0,0685497;0,661717
25-jul-13;0,607237;0,00131386;0,446330612;0,874808;0,11179;0,0674745;0,662633
26-jul-13;0,611886;0,00130582;0,446510204;0,87516;0,111287;0,0678632;0,66
29-jul-13;0,61037;0,0013018;0,446414286;0,874972;0,111313;0,0670764;0,659361
30-jul-13;0,598916;0,00129475;0,447440816;0,876984;0,111406;0,0668883;0,660181
31-jul-13;0,597188;0,0012848;0,447575;0,877247;0,111532;0,06671;0,660826
1-aug-13;0,593774;0,00128445;0,447072449;0,876262;0,111846;0,0669311;0,662029
2-aug-13;0,590884;0,0012893;0,44677602;0,875681;0,111331;0,0664127;0,663244
5-aug-13;;0,00128552;0,44660051;0,875337;0,111436;0,0670416;0,660283
6-aug-13;0,592484;0,00128824;0,447185204;0,876483;0,111498;0,0668157;0,660002
7-aug-13;0,589978;0,00128137;0,447128061;0,876371;0,110941;0,0663151;0,658678
8-aug-13;0,596265;0,00127303;0,447614286;0,877324;0,111279;0,066593;0,65668
9-aug-13;0,598491;0,00128539;0,447847959;0,877782;0,112291;;0,656384
12-aug-13;0,605697;0,001298;0,445931633;0,874026;0,111933;0,0666993;0,658152
13-aug-13;0,601522;0,00130048;0,446881633;0,875888;0,11235;0,0662793;0,659058
14-aug-13;0,600435;0,00129256;0,445864286;0,873894;0,111852;0,0661555;0,659891
15-aug-13;0,60376;;0,446870918;0,875867;0,111668;0,0661613;0,658695
16-aug-13;0,600984;0,00129052;0,447182143;0,876477;0,110925;0,0657558;0,657029
19-aug-13;0,605406;0,00128717;0,447233673;0,876578;0,110902;0,0645768;0,656908
